NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-06-11;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-11;Home;Entre 15 i 64;No;22;1493;3;4;89;33;0
CATALUNYA;CATALUNYA;2020-06-11;Home;Entre 15 i 64;Si;0;26;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-11;Home;Entre 65 i 74;No;2;393;4;0;51;18;1
CATALUNYA;CATALUNYA;2020-06-11;Home;Entre 65 i 74;Si;0;21;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-06-11;Home;Majors de 74;No;4;526;2;2;46;6;1
CATALUNYA;CATALUNYA;2020-06-11;Home;Majors de 74;Si;1;113;1;0;22;0;1
CATALUNYA;CATALUNYA;2020-06-11;Home;Menors de 15;No;3;150;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-11;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-10;Altres;N/A;--;2;48;2;0;22;7;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Entre 15 i 64;No;61;2723;2;0;40;10;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Entre 15 i 64;Si;1;30;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Entre 65 i 74;No;1;343;0;0;26;10;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Entre 65 i 74;Si;0;27;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Majors de 74;No;2;478;5;2;49;4;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Majors de 74;Si;8;399;3;0;57;0;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Menors de 15;No;2;159;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-10;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-10;Home;Entre 15 i 64;No;30;1753;7;1;98;32;0
CATALUNYA;CATALUNYA;2020-06-10;Home;Entre 15 i 64;Si;1;27;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-06-10;Home;Entre 65 i 74;No;3;395;0;0;51;19;0
CATALUNYA;CATALUNYA;2020-06-10;Home;Entre 65 i 74;Si;1;27;1;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-10;Home;Majors de 74;No;4;474;4;0;55;5;4
CATALUNYA;CATALUNYA;2020-06-10;Home;Majors de 74;Si;2;122;2;1;18;1;2
CATALUNYA;CATALUNYA;2020-06-10;Home;Menors de 15;No;2;209;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-10;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-09;Altres;N/A;--;1;54;1;0;19;6;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Entre 15 i 64;No;36;2489;4;2;41;9;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Entre 15 i 64;Si;0;34;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Entre 65 i 74;No;1;416;0;0;23;9;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Entre 65 i 74;Si;0;42;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Majors de 74;No;2;584;6;0;47;1;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Majors de 74;Si;10;547;4;0;56;0;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Menors de 15;No;1;163;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-09;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-09;Home;Entre 15 i 64;No;40;1781;7;1;100;37;1
CATALUNYA;CATALUNYA;2020-06-09;Home;Entre 15 i 64;Si;0;51;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-09;Home;Entre 65 i 74;No;2;493;1;0;53;19;0
CATALUNYA;CATALUNYA;2020-06-09;Home;Entre 65 i 74;Si;0;29;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-09;Home;Majors de 74;No;2;579;4;0;59;5;2
CATALUNYA;CATALUNYA;2020-06-09;Home;Majors de 74;Si;0;124;3;0;19;0;0
CATALUNYA;CATALUNYA;2020-06-09;Home;Menors de 15;No;0;208;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-09;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-08;Altres;N/A;--;0;80;1;0;18;7;0
CATALUNYA;CATALUNYA;2020-06-08;Dona;Entre 15 i 64;No;32;1935;7;0;41;10;0
CATALUNYA;CATALUNYA;2020-06-08;Dona;Entre 15 i 64;Si;1;31;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-08;Dona;Entre 65 i 74;No;1;369;1;0;28;10;2
CATALUNYA;CATALUNYA;2020-06-08;Dona;Entre 65 i 74;Si;3;32;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-08;Dona;Majors de 74;No;6;536;4;1;50;2;4
CATALUNYA;CATALUNYA;2020-06-08;Dona;Majors de 74;Si;12;294;5;0;54;0;1
CATALUNYA;CATALUNYA;2020-06-08;Dona;Menors de 15;No;5;124;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-08;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-08;Home;Entre 15 i 64;No;38;1481;2;1;109;40;0
CATALUNYA;CATALUNYA;2020-06-08;Home;Entre 15 i 64;Si;2;60;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-08;Home;Entre 65 i 74;No;3;408;6;2;57;21;2
CATALUNYA;CATALUNYA;2020-06-08;Home;Entre 65 i 74;Si;1;23;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-08;Home;Majors de 74;No;2;474;4;1;58;6;3
CATALUNYA;CATALUNYA;2020-06-08;Home;Majors de 74;Si;3;95;3;0;19;0;3
CATALUNYA;CATALUNYA;2020-06-08;Home;Menors de 15;No;5;172;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-08;Home;Menors de 15;Si;0;4;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-07;Altres;N/A;--;1;11;1;0;18;7;0
CATALUNYA;CATALUNYA;2020-06-07;Dona;Entre 15 i 64;No;11;629;7;0;44;12;1
CATALUNYA;CATALUNYA;2020-06-07;Dona;Entre 15 i 64;Si;0;8;0;0;1;0;1
CATALUNYA;CATALUNYA;2020-06-07;Dona;Entre 65 i 74;No;2;111;0;0;31;11;0
CATALUNYA;CATALUNYA;2020-06-07;Dona;Entre 65 i 74;Si;1;6;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-07;Dona;Majors de 74;No;5;206;4;1;53;2;3
CATALUNYA;CATALUNYA;2020-06-07;Dona;Majors de 74;Si;6;92;2;0;56;0;2
CATALUNYA;CATALUNYA;2020-06-07;Dona;Menors de 15;No;0;43;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-07;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-07;Home;Entre 15 i 64;No;12;497;1;1;118;48;2
CATALUNYA;CATALUNYA;2020-06-07;Home;Entre 15 i 64;Si;0;29;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-07;Home;Entre 65 i 74;No;1;129;3;2;60;23;0
CATALUNYA;CATALUNYA;2020-06-07;Home;Entre 65 i 74;Si;0;17;0;0;6;0;0
CATALUNYA;CATALUNYA;2020-06-07;Home;Majors de 74;No;2;191;2;0;61;7;0
CATALUNYA;CATALUNYA;2020-06-07;Home;Majors de 74;Si;2;36;0;0;17;0;0
CATALUNYA;CATALUNYA;2020-06-07;Home;Menors de 15;No;0;67;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-07;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-06;Altres;N/A;--;1;22;0;0;19;7;0
CATALUNYA;CATALUNYA;2020-06-06;Dona;Entre 15 i 64;No;20;1257;2;2;39;13;0
CATALUNYA;CATALUNYA;2020-06-06;Dona;Entre 15 i 64;Si;1;19;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-06;Dona;Entre 65 i 74;No;1;177;2;1;31;11;0
CATALUNYA;CATALUNYA;2020-06-06;Dona;Entre 65 i 74;Si;1;9;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-06;Dona;Majors de 74;No;8;326;3;0;49;1;3
CATALUNYA;CATALUNYA;2020-06-06;Dona;Majors de 74;Si;2;174;2;0;57;0;4
CATALUNYA;CATALUNYA;2020-06-06;Dona;Menors de 15;No;1;64;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-06;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-06;Home;Entre 15 i 64;No;18;966;5;1;118;45;0
CATALUNYA;CATALUNYA;2020-06-06;Home;Entre 15 i 64;Si;0;35;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-06;Home;Entre 65 i 74;No;2;229;2;1;61;22;0
CATALUNYA;CATALUNYA;2020-06-06;Home;Entre 65 i 74;Si;0;14;0;0;6;0;1
CATALUNYA;CATALUNYA;2020-06-06;Home;Majors de 74;No;1;295;6;1;66;7;1
CATALUNYA;CATALUNYA;2020-06-06;Home;Majors de 74;Si;0;59;0;0;17;0;1
CATALUNYA;CATALUNYA;2020-06-06;Home;Menors de 15;No;0;89;8;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-06;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-05;Altres;N/A;--;1;116;2;0;20;9;0
CATALUNYA;CATALUNYA;2020-06-05;Dona;Entre 15 i 64;No;64;3597;6;0;37;12;0
CATALUNYA;CATALUNYA;2020-06-05;Dona;Entre 15 i 64;Si;1;64;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-05;Dona;Entre 65 i 74;No;5;511;1;0;31;10;0
CATALUNYA;CATALUNYA;2020-06-05;Dona;Entre 65 i 74;Si;0;32;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-06-05;Dona;Majors de 74;No;11;673;6;0;49;1;0
CATALUNYA;CATALUNYA;2020-06-05;Dona;Majors de 74;Si;10;575;7;0;56;0;4
CATALUNYA;CATALUNYA;2020-06-05;Dona;Menors de 15;No;3;196;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-05;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-05;Home;Entre 15 i 64;No;72;2522;16;0;117;45;1
CATALUNYA;CATALUNYA;2020-06-05;Home;Entre 15 i 64;Si;2;85;2;0;4;0;0
CATALUNYA;CATALUNYA;2020-06-05;Home;Entre 65 i 74;No;1;566;1;0;58;20;1
CATALUNYA;CATALUNYA;2020-06-05;Home;Entre 65 i 74;Si;0;38;1;0;6;0;0
CATALUNYA;CATALUNYA;2020-06-05;Home;Majors de 74;No;4;573;9;1;62;6;1
CATALUNYA;CATALUNYA;2020-06-05;Home;Majors de 74;Si;2;160;1;0;17;0;1
CATALUNYA;CATALUNYA;2020-06-05;Home;Menors de 15;No;4;254;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-05;Home;Menors de 15;Si;0;4;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-04;Altres;N/A;--;1;110;3;1;22;10;0
CATALUNYA;CATALUNYA;2020-06-04;Dona;Entre 15 i 64;No;55;2800;2;2;47;15;0
CATALUNYA;CATALUNYA;2020-06-04;Dona;Entre 15 i 64;Si;2;50;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-04;Dona;Entre 65 i 74;No;6;378;2;0;34;10;0
CATALUNYA;CATALUNYA;2020-06-04;Dona;Entre 65 i 74;Si;0;34;0;0;6;1;0
CATALUNYA;CATALUNYA;2020-06-04;Dona;Majors de 74;No;1;549;2;1;56;1;0
CATALUNYA;CATALUNYA;2020-06-04;Dona;Majors de 74;Si;14;444;0;0;64;0;4
CATALUNYA;CATALUNYA;2020-06-04;Dona;Menors de 15;No;1;167;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-04;Dona;Menors de 15;Si;0;3;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-04;Home;Entre 15 i 64;No;41;1895;7;2;122;45;0
CATALUNYA;CATALUNYA;2020-06-04;Home;Entre 15 i 64;Si;0;90;1;0;8;0;0
CATALUNYA;CATALUNYA;2020-06-04;Home;Entre 65 i 74;No;5;387;2;0;69;22;1
CATALUNYA;CATALUNYA;2020-06-04;Home;Entre 65 i 74;Si;1;36;1;0;5;0;0
CATALUNYA;CATALUNYA;2020-06-04;Home;Majors de 74;No;2;505;3;2;55;5;2
CATALUNYA;CATALUNYA;2020-06-04;Home;Majors de 74;Si;5;132;2;0;17;0;2
CATALUNYA;CATALUNYA;2020-06-04;Home;Menors de 15;No;3;216;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-06-04;Home;Menors de 15;Si;0;5;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-03;Altres;N/A;--;1;60;2;0;21;10;0
CATALUNYA;CATALUNYA;2020-06-03;Dona;Entre 15 i 64;No;55;2767;10;1;49;14;0
CATALUNYA;CATALUNYA;2020-06-03;Dona;Entre 15 i 64;Si;0;41;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-03;Dona;Entre 65 i 74;No;6;431;2;0;39;10;0
CATALUNYA;CATALUNYA;2020-06-03;Dona;Entre 65 i 74;Si;1;38;0;0;6;1;0
CATALUNYA;CATALUNYA;2020-06-03;Dona;Majors de 74;No;3;593;5;0;58;2;0
CATALUNYA;CATALUNYA;2020-06-03;Dona;Majors de 74;Si;3;349;5;0;75;0;11
CATALUNYA;CATALUNYA;2020-06-03;Dona;Menors de 15;No;5;163;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-03;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-03;Home;Entre 15 i 64;No;35;2090;4;0;128;48;1
CATALUNYA;CATALUNYA;2020-06-03;Home;Entre 15 i 64;Si;0;47;1;0;8;0;0
CATALUNYA;CATALUNYA;2020-06-03;Home;Entre 65 i 74;No;5;521;4;0;75;26;2
CATALUNYA;CATALUNYA;2020-06-03;Home;Entre 65 i 74;Si;0;38;0;0;8;1;1
CATALUNYA;CATALUNYA;2020-06-03;Home;Majors de 74;No;6;526;4;0;64;7;1
CATALUNYA;CATALUNYA;2020-06-03;Home;Majors de 74;Si;1;129;0;0;24;0;1
CATALUNYA;CATALUNYA;2020-06-03;Home;Menors de 15;No;2;215;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-03;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-02;Altres;N/A;--;2;67;0;1;23;10;0
CATALUNYA;CATALUNYA;2020-06-02;Dona;Entre 15 i 64;No;34;2275;3;1;53;14;0
CATALUNYA;CATALUNYA;2020-06-02;Dona;Entre 15 i 64;Si;3;17;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-02;Dona;Entre 65 i 74;No;3;370;3;0;40;11;0
CATALUNYA;CATALUNYA;2020-06-02;Dona;Entre 65 i 74;Si;1;27;0;0;8;2;0
CATALUNYA;CATALUNYA;2020-06-02;Dona;Majors de 74;No;6;510;6;0;55;2;1
CATALUNYA;CATALUNYA;2020-06-02;Dona;Majors de 74;Si;11;412;8;0;83;1;4
CATALUNYA;CATALUNYA;2020-06-02;Dona;Menors de 15;No;4;126;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-02;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-02;Home;Entre 15 i 64;No;34;1715;5;1;134;53;0
CATALUNYA;CATALUNYA;2020-06-02;Home;Entre 15 i 64;Si;1;36;0;0;9;0;0
CATALUNYA;CATALUNYA;2020-06-02;Home;Entre 65 i 74;No;6;462;4;1;85;31;1
CATALUNYA;CATALUNYA;2020-06-02;Home;Entre 65 i 74;Si;0;32;0;0;11;1;0
CATALUNYA;CATALUNYA;2020-06-02;Home;Majors de 74;No;8;540;12;0;64;8;1
CATALUNYA;CATALUNYA;2020-06-02;Home;Majors de 74;Si;0;113;0;0;30;0;3
CATALUNYA;CATALUNYA;2020-06-02;Home;Menors de 15;No;3;168;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-02;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-01;Altres;N/A;--;1;39;2;1;24;9;0
CATALUNYA;CATALUNYA;2020-06-01;Dona;Entre 15 i 64;No;23;1361;4;0;59;15;0
CATALUNYA;CATALUNYA;2020-06-01;Dona;Entre 15 i 64;Si;0;17;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-01;Dona;Entre 65 i 74;No;2;213;2;0;47;10;0
CATALUNYA;CATALUNYA;2020-06-01;Dona;Entre 65 i 74;Si;0;17;0;0;8;1;0
CATALUNYA;CATALUNYA;2020-06-01;Dona;Majors de 74;No;4;286;6;1;59;4;0
CATALUNYA;CATALUNYA;2020-06-01;Dona;Majors de 74;Si;6;193;2;0;87;1;3
CATALUNYA;CATALUNYA;2020-06-01;Dona;Menors de 15;No;3;60;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-06-01;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-06-01;Home;Entre 15 i 64;No;35;1039;10;0;134;54;0
CATALUNYA;CATALUNYA;2020-06-01;Home;Entre 15 i 64;Si;0;39;0;0;10;0;0
CATALUNYA;CATALUNYA;2020-06-01;Home;Entre 65 i 74;No;1;238;1;1;90;32;2
CATALUNYA;CATALUNYA;2020-06-01;Home;Entre 65 i 74;Si;0;21;0;0;14;1;1
CATALUNYA;CATALUNYA;2020-06-01;Home;Majors de 74;No;1;285;2;0;73;10;1
CATALUNYA;CATALUNYA;2020-06-01;Home;Majors de 74;Si;1;82;1;0;34;0;2
CATALUNYA;CATALUNYA;2020-06-01;Home;Menors de 15;No;2;104;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-06-01;Home;Menors de 15;Si;0;3;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-31;Altres;N/A;--;0;22;1;1;23;8;0
CATALUNYA;CATALUNYA;2020-05-31;Dona;Entre 15 i 64;No;20;1076;4;0;56;14;0
CATALUNYA;CATALUNYA;2020-05-31;Dona;Entre 15 i 64;Si;0;41;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-31;Dona;Entre 65 i 74;No;0;115;2;1;38;10;0
CATALUNYA;CATALUNYA;2020-05-31;Dona;Entre 65 i 74;Si;0;13;0;0;8;1;0
CATALUNYA;CATALUNYA;2020-05-31;Dona;Majors de 74;No;2;181;2;0;53;2;4
CATALUNYA;CATALUNYA;2020-05-31;Dona;Majors de 74;Si;1;137;2;1;82;1;8
CATALUNYA;CATALUNYA;2020-05-31;Dona;Menors de 15;No;0;55;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-05-31;Dona;Menors de 15;Si;0;3;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-31;Home;Entre 15 i 64;No;17;923;4;2;133;54;1
CATALUNYA;CATALUNYA;2020-05-31;Home;Entre 15 i 64;Si;1;136;0;0;8;0;0
CATALUNYA;CATALUNYA;2020-05-31;Home;Entre 65 i 74;No;1;148;3;0;93;32;0
CATALUNYA;CATALUNYA;2020-05-31;Home;Entre 65 i 74;Si;1;22;1;0;15;1;1
CATALUNYA;CATALUNYA;2020-05-31;Home;Majors de 74;No;3;202;7;0;75;10;1
CATALUNYA;CATALUNYA;2020-05-31;Home;Majors de 74;Si;0;51;1;0;30;0;3
CATALUNYA;CATALUNYA;2020-05-31;Home;Menors de 15;No;2;71;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-05-31;Home;Menors de 15;Si;0;6;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-30;Altres;N/A;--;1;85;2;0;24;8;0
CATALUNYA;CATALUNYA;2020-05-30;Dona;Entre 15 i 64;No;38;1963;7;1;58;14;1
CATALUNYA;CATALUNYA;2020-05-30;Dona;Entre 15 i 64;Si;0;50;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-30;Dona;Entre 65 i 74;No;6;203;0;0;38;10;0
CATALUNYA;CATALUNYA;2020-05-30;Dona;Entre 65 i 74;Si;1;23;0;0;8;1;0
CATALUNYA;CATALUNYA;2020-05-30;Dona;Majors de 74;No;3;311;3;0;50;2;0
CATALUNYA;CATALUNYA;2020-05-30;Dona;Majors de 74;Si;14;389;3;0;81;0;5
CATALUNYA;CATALUNYA;2020-05-30;Dona;Menors de 15;No;1;69;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-05-30;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-30;Home;Entre 15 i 64;No;28;1576;6;1;135;53;2
CATALUNYA;CATALUNYA;2020-05-30;Home;Entre 15 i 64;Si;0;121;0;0;7;0;0
CATALUNYA;CATALUNYA;2020-05-30;Home;Entre 65 i 74;No;1;228;1;2;92;31;0
CATALUNYA;CATALUNYA;2020-05-30;Home;Entre 65 i 74;Si;0;32;0;0;15;1;0
CATALUNYA;CATALUNYA;2020-05-30;Home;Majors de 74;No;6;271;3;0;75;9;0
CATALUNYA;CATALUNYA;2020-05-30;Home;Majors de 74;Si;4;140;1;0;32;0;3
CATALUNYA;CATALUNYA;2020-05-30;Home;Menors de 15;No;1;104;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-05-30;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-29;Altres;N/A;--;3;107;0;0;24;8;0
CATALUNYA;CATALUNYA;2020-05-29;Dona;Entre 15 i 64;No;64;3682;3;0;56;13;1
CATALUNYA;CATALUNYA;2020-05-29;Dona;Entre 15 i 64;Si;3;66;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-29;Dona;Entre 65 i 74;No;8;425;2;0;39;10;1
CATALUNYA;CATALUNYA;2020-05-29;Dona;Entre 65 i 74;Si;2;64;1;0;9;1;1
CATALUNYA;CATALUNYA;2020-05-29;Dona;Majors de 74;No;8;620;6;0;50;3;2
CATALUNYA;CATALUNYA;2020-05-29;Dona;Majors de 74;Si;25;689;2;0;84;0;7
CATALUNYA;CATALUNYA;2020-05-29;Dona;Menors de 15;No;7;258;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-05-29;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-29;Home;Entre 15 i 64;No;47;2783;10;3;137;53;2
CATALUNYA;CATALUNYA;2020-05-29;Home;Entre 15 i 64;Si;1;85;0;0;8;0;0
CATALUNYA;CATALUNYA;2020-05-29;Home;Entre 65 i 74;No;5;460;6;0;93;30;0
CATALUNYA;CATALUNYA;2020-05-29;Home;Entre 65 i 74;Si;1;47;3;0;15;1;0
CATALUNYA;CATALUNYA;2020-05-29;Home;Majors de 74;No;5;544;5;1;75;10;3
CATALUNYA;CATALUNYA;2020-05-29;Home;Majors de 74;Si;4;191;2;0;33;0;2
CATALUNYA;CATALUNYA;2020-05-29;Home;Menors de 15;No;7;286;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-05-29;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-28;Altres;N/A;--;6;182;1;0;27;8;0
CATALUNYA;CATALUNYA;2020-05-28;Dona;Entre 15 i 64;No;61;3183;3;1;61;14;1
CATALUNYA;CATALUNYA;2020-05-28;Dona;Entre 15 i 64;Si;0;55;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-28;Dona;Entre 65 i 74;No;7;322;2;0;41;12;0
CATALUNYA;CATALUNYA;2020-05-28;Dona;Entre 65 i 74;Si;1;64;2;0;9;1;0
CATALUNYA;CATALUNYA;2020-05-28;Dona;Majors de 74;No;12;497;0;1;54;4;1
CATALUNYA;CATALUNYA;2020-05-28;Dona;Majors de 74;Si;17;694;3;0;91;0;5
CATALUNYA;CATALUNYA;2020-05-28;Dona;Menors de 15;No;6;169;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-05-28;Dona;Menors de 15;Si;0;8;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-28;Home;Entre 15 i 64;No;43;2828;10;0;143;57;0
CATALUNYA;CATALUNYA;2020-05-28;Home;Entre 15 i 64;Si;1;97;1;0;9;0;0
CATALUNYA;CATALUNYA;2020-05-28;Home;Entre 65 i 74;No;2;380;1;1;99;35;3
CATALUNYA;CATALUNYA;2020-05-28;Home;Entre 65 i 74;Si;2;52;2;1;15;2;0
CATALUNYA;CATALUNYA;2020-05-28;Home;Majors de 74;No;1;415;6;1;80;11;3
CATALUNYA;CATALUNYA;2020-05-28;Home;Majors de 74;Si;4;183;4;0;32;0;3
CATALUNYA;CATALUNYA;2020-05-28;Home;Menors de 15;No;7;231;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-05-28;Home;Menors de 15;Si;0;12;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-27;Altres;N/A;--;3;153;2;1;27;9;0
CATALUNYA;CATALUNYA;2020-05-27;Dona;Entre 15 i 64;No;64;2908;3;0;65;17;0
CATALUNYA;CATALUNYA;2020-05-27;Dona;Entre 15 i 64;Si;0;46;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-27;Dona;Entre 65 i 74;No;6;361;1;0;41;15;0
CATALUNYA;CATALUNYA;2020-05-27;Dona;Entre 65 i 74;Si;0;41;0;0;7;1;0
CATALUNYA;CATALUNYA;2020-05-27;Dona;Majors de 74;No;10;535;6;0;63;3;3
CATALUNYA;CATALUNYA;2020-05-27;Dona;Majors de 74;Si;14;440;2;0;90;1;2
CATALUNYA;CATALUNYA;2020-05-27;Dona;Menors de 15;No;5;135;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-05-27;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-27;Home;Entre 15 i 64;No;42;2251;6;0;154;61;3
CATALUNYA;CATALUNYA;2020-05-27;Home;Entre 15 i 64;Si;0;90;0;0;8;0;0
CATALUNYA;CATALUNYA;2020-05-27;Home;Entre 65 i 74;No;2;412;4;1;115;35;1
CATALUNYA;CATALUNYA;2020-05-27;Home;Entre 65 i 74;Si;0;35;0;0;15;1;1
CATALUNYA;CATALUNYA;2020-05-27;Home;Majors de 74;No;10;474;6;2;81;12;2
CATALUNYA;CATALUNYA;2020-05-27;Home;Majors de 74;Si;0;135;0;0;37;0;5
CATALUNYA;CATALUNYA;2020-05-27;Home;Menors de 15;No;2;138;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-05-27;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-26;Altres;N/A;--;1;137;2;0;30;8;0
CATALUNYA;CATALUNYA;2020-05-26;Dona;Entre 15 i 64;No;71;3279;9;2;71;19;1
CATALUNYA;CATALUNYA;2020-05-26;Dona;Entre 15 i 64;Si;5;72;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-05-26;Dona;Entre 65 i 74;No;8;388;0;2;48;15;0
CATALUNYA;CATALUNYA;2020-05-26;Dona;Entre 65 i 74;Si;2;65;0;0;8;1;0
CATALUNYA;CATALUNYA;2020-05-26;Dona;Majors de 74;No;10;557;3;2;69;6;1
